audit;supplier;test_name;purpose;description;actions;nist800-53_ref;risk_level;authors
repo;juniper-junos;filter_defref_set.juniper-junos.gawk;check when <filter> def and not ref / check when <filter> ref and not def;filter defined but not referenced represents dead configuration  filter referenced but not defined causes policy errors;align filter definitions and references to ensure all filters are used and all references are valid (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;cedric llorens
repo;juniper-junos;firewall_enable_set.juniper-junos.gawk;check if <firewall> is set;missing firewall configuration means no packet filtering is applied and the device is exposed to unrestricted traffic;configure firewall filter policies to enforce traffic control (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
repo;juniper-junos;firewall_familyinet_set.juniper-junos.gawk;check if <family inet> is set inside firewall block;missing family inet configuration inside firewall block means ipv4 filtering rules are not applied and the device lacks adequate ipv4 traffic control;configure family inet policies inside firewall block to enforce ipv4 traffic filtering (please refer to engineering/operations guidelines for further information);sc-7(11) | system and communications protection | ensure restriction of incoming communications traffic is configured;high;cedric llorens
repo;juniper-junos;int_directedbroadcast_notset.juniper-junos.gawk;check if an interface has no <directed-broadcast>;directed broadcast enabled on interfaces can be exploited for amplification attacks such as smurf;disable directed broadcast on all interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
repo;juniper-junos;int_proxyarp_notset.juniper-junos.gawk;check if an interface has no <proxy-arp>;proxy-arp enabled on interfaces can lead to arp spoofing and man-in-the-middle attacks;disable proxy-arp on all interfaces where it is not explicitly required (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
repo;juniper-junos;int_redirects_notset.juniper-junos.gawk;check if an interface has no <redirects>;icmp redirects enabled on interfaces can be exploited to redirect traffic through unauthorized gateways;disable redirects on all interfaces (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
repo;juniper-junos;int_unreachables_notset.juniper-junos.gawk;check if an interface has no <unreachables>;icmp unreachables enabled on interfaces may reveal network topology information to potential attackers;disable unreachables on all interfaces (please refer to engineering/operations guidelines for further information);au-12 | audit and accountability | ensure audit record generation is enabled;high;cedric llorens
repo;juniper-junos;ipsec_oldercryptoalg_notset.juniper-junos.gawk;check if <older crypto algorithm> is not set;use of older or weak cryptographic algorithms in ipsec exposes vpn tunnels to known attacks;replace older crypto algorithms with strong modern equivalents in ipsec profiles (please refer to engineering/operations guidelines for further information);sc-13 | system and communications protection | ensure cryptographic protection using approved algorithms is configured;high;cedric llorens
repo;juniper-junos;ntp_ip_set.juniper-junos.gawk;check if <ntp server ip> is set;missing ntp server configuration means the device clock may drift, causing log timestamp inconsistencies and authentication issues;configure ntp server ip addresses to synchronize device time (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
repo;juniper-junos;ntp_restrict_set.juniper-junos.gawk;check if <ntp restrict> is set;missing ntp restrict rules means unauthorized hosts could synchronize ntp time and perform time-based attacks;configure ntp restrict statements to limit ntp query and modification access (please refer to engineering/operations guidelines for further information);sc-23 | system and communications protection | ensure session authenticity is configured;high;cedric llorens
